text@sel1984m	@sel1984m	121.755	126.446	пь / меня пригласили на просмотр и я уехал и наверное вот именно в этот момент
text@sel1984m	@sel1984m	127.316	129.365	я / на местном уровне выделялся
text@sel1984m	@sel1984m	129.573	130.055	то есть я был там
text@sel1984m	@sel1984m	130.302	132.685	да / я играл на местном уровне конечно я там был там
text@sel1984m	@sel1984m	132.999	149.469	не знаю там / забивал много / обо мне в регионе уже говорили что там вот там есть парень который лучший бомбардир на этом турнире лучший бомбардир на этом турнире там Федор Черенков приезжаю в Нефтеюганск там / выделял меня и там давал какие-то призы // наверное это все в совокупности дало мне возможность / чтобы я уехал и попробовал себя в интернате и там остался
text@sel1984m	@sel1984m	149.637	152.337	многие не уехали и многих сейчас нет // эээ
text@sel1984m	@sel1984m	152.988	154.588	поэтому / ты спросил про детство
text@sel1984m	@sel1984m	154.992	155.804	оно было таким
text@sel1984m	@sel1984m	159.191	159.891	да у нас
text@sel1984m	@sel1984m	162.491	173.991	ааа / нет у нас окна были ээ / в ум... / в младших блоках не было розеток потому что ну / знаешь как бы не дай бог что-нибудь там воткнешь забудешь там обогреватель какой-нибудь сгорит // да у нас там не было // ну / и вообще конечно
text@sel1984m	@sel1984m	174.428	183.253	эээ / вот я сейчас когда приезжаю в Краснодар / к Галицкому когда там просто коттеджи / в которых / мне кажется многие мечтали бы жить в принципе / не то что дети да
text@sel1984m	@sel1984m	183.35	184.837	и я вспоминаю наш интернат
text@sel1984m	@sel1984m	185.033	190.033	где // в туалете даже не было дверей ты просто как бы / ну это просто / ну это как армия
text@sel1984m	@sel1984m	190.473	193.598	это реально как армия / и когда ты приезжаешь в двенадцать лет в интернат
text@sel1984m	@sel1984m	194.386	195.048	эээ
text@sel1984m	@sel1984m	195.198	209.278	ммм / дд / м / это / это / это большое было испытание и мы заклеивали окна / а если кто помнит / раньше ватой так эээ / подкладывали чтобы не дуло иии /  газеткой эээ / вырезали вот так вот заклеивали / то есть ну / это в принципе было нормальное явление тех времен ничего такого сверхъестественного не было
text@sel1984m	@sel1984m	209.29	212.35	просто когда тебе двенадцать лет ты сразу попадаешь во взрослую жизнь
text@sel1984m	@sel1984m	212.535	214.675	вдалеке д... эээ / вдали от дома
text@sel1984m	@sel1984m	214.745	219.465	три тысячи километров эээ // было от моего дома и я родителей видел иногда раз в год
text@sel1984m	@sel1984m	219.835	222.095	то есть по сути в двенадцать лет у меня началась взрослая жизнь
text@sel1984m	@sel1984m	224.744	225.099	да
text@sel1984m	@sel1984m	229.975	230.358	да
text@sel1984m	@sel1984m	231.612	233.252	тренирую детей / чуть-чуть
text@sel1984m	@sel1984m	235.87	237.45	очень сложно / во-первых эээ
text@sel1984m	@sel1984m	237.73	243.21	дети были непростые / то ес... // они были из неблагополучных семе...
text@sel1984m	@sel1984m	244.845	255.445	а / ну / во-первых времена конечно поменялись / эээ но безусловно причем я никогда не забуду парня которого я тренировал ему было десять лет / у него папа сидел в тюрьме / уже на тот момент мама
text@sel1984m	@sel1984m	255.903	261.123	ну / что-то мама н... / короче с мамой тоже какие-то были / серьезные проблемы / его бабушка водила на    
text@sel1984m	@sel1984m	261.474	262.174	тренировки
text@sel1984m	@sel1984m	262.494	269.894	он на турнирах / просто выделялся / вот / это надо видеть / ну / наверное / футбольный человек меня поймет когда ребенок среди сверстников ну / просто Месси
text@sel1984m	@sel1984m	270.769	271.809	естественно
text@sel1984m	@sel1984m	271.995	282.155	прошло там пару лет / я приезжаю а где парень / ну / парень просто там / его нигде он перестал ходить / там / что-то бабушка перестала водить и // в такие моменты я понимаю / как жаль что
text@sel1984m	@sel1984m	282.476	286.956	м... / эээ / многие футбольные руководители не задумываются о том что там / где-то на Урале / там
text@sel1984m	@sel1984m	287.086	289.806	в Сибири много талантливых ребят / просто им нужно
text@sel1984m	@sel1984m	290.525	295.605	правильно выстроить систему чтобы были хоть какие-то профессиональные команды / чтоб был какой-то лифт / потому что 
text@sel1984m	@sel1984m	296.103	301.023	для таких парней из неблагополучных / семей социальный лифт футбольный именно / он работает 
text@sel1984m	@sel1984m	301.572	302.632	также я вылез
text@sel1984m	@sel1984m	302.737	304.397	я из обычной семьи / но я смог
text@sel1984m	@sel1984m	304.752	312.172	пройдя там // много ступеней я смог вырваться наверх з... / зарабатывать нормальные деньги // и моя мама пенсионерка постоянно мне говорит Женя если бы не ты 
text@sel1984m	@sel1984m	312.594	318.214	то мы наверное бы даже не выходили из дома / потому что на все нужны деньги / на лекарства / на еду / на все на все на все    
text@sel1984m	@sel1984m	318.494	319.314	и вот футбол
text@sel1984m	@sel1984m	319.694	321.414	почему я это люблю показывать / и 
text@sel1984m	@sel1984m	321.644	326.524	эээ / откуда ребята обычно вырастают да / до больших команд / футбол это действительно работающий социальный лифт
text@pav1960m	@pav1960m	0.229	6.983	давай еще о тебе поговорим ты рос в девяностые в Тобольске в простой рабочей / рабочей семье // жесткие были
text@pav1960m	@pav1960m	7.442	8.786	жесткий был / опыт
text@pav1960m	@pav1960m	9.274	10.666	роста в Тобольске?
text@pav1960m	@pav1960m	13.098	13.622	по возможности
text@pav1960m	@pav1960m	55.203	61.285	ты рассказывал да что ты // видел когда люди достают героиновый чек растворяют в ложке и начинают при тебе колоться   
text@pav1960m	@pav1960m	115.937	118.53	как ты оказался в футбольном э / интернате в Волгограде?
text@pav1960m	@pav1960m	125.533	126.398	благодаря чему?
text@pav1960m	@pav1960m	129.851	130.569	то есть ты играл уже?
text@pav1960m	@pav1960m	156.073	158.875	в интернате ты рассказывал что не было э / розеток
text@pav1960m	@pav1960m	159.432	162.469	и вы закрывали чем-то окна которых как я понял тоже не было
text@pav1960m	@pav1960m	170.081	171.254	а специально не было?
text@pav1960m	@pav1960m	222.784	225.278	в восемнадцать лет ты получаешь травму / иии
text@pav1960m	@pav1960m	225.343	226.343	у... э... / это
text@pav1960m	@pav1960m	227.137	229.655	новый челлендж / ты попадаешь обратно в Тобольск
text@pav1960m	@pav1960m	230.03	230.981	ничего не делаешь
text@pav1960m	@pav1960m	233.591	234.863	ты говорил что это не твое совсем
text@pav1960m	@pav1960m	240.629	243.92	такие же как / такие же как эээ / в твоем детстве?
text@pav1960m	@pav1960m	244.993	246.425	твое / твоя тусовка
words@sel1984m	@sel1984m	3.17	3.447	это
words@sel1984m	@sel1984m	3.447	3.842	эт
words@sel1984m	@sel1984m	3.842	4.079	я
words@sel1984m	@sel1984m	4.079	4.316	я
words@sel1984m	@sel1984m	4.316	4.555	очень
words@sel1984m	@sel1984m	4.555	4.942	рад
words@sel1984m	@sel1984m	4.942	5.184	что
words@sel1984m	@sel1984m	5.184	5.426	так
words@sel1984m	@sel1984m	5.426	5.67	было
words@sel1984m	@sel1984m	9.36	10.71	ааа
words@sel1984m	@sel1984m	10.71	11.355	ммм
words@sel1984m	@sel1984m	11.355	11.737	правду
words@sel1984m	@sel1984m	11.737	12.12	говорить
words@sel1984m	@sel1984m	14.04	15.38	эээ
words@sel1984m	@sel1984m	15.38	15.933	Алексей
words@sel1984m	@sel1984m	15.933	16.487	э
words@sel1984m	@sel1984m	17.763	18.039	м
words@sel1984m	@sel1984m	18.039	18.214	я
words@sel1984m	@sel1984m	18.214	18.5	очень
words@sel1984m	@sel1984m	18.5	18.786	рад
words@sel1984m	@sel1984m	18.786	19.072	во-первых
words@sel1984m	@sel1984m	19.072	19.358	что
words@sel1984m	@sel1984m	19.358	19.471	я
words@sel1984m	@sel1984m	19.471	19.792	рос
words@sel1984m	@sel1984m	19.792	20.113	в
words@sel1984m	@sel1984m	20.113	20.434	девяностые
words@sel1984m	@sel1984m	20.434	20.755	в
words@sel1984m	@sel1984m	20.755	21.08	Сибири
words@sel1984m	@sel1984m	22.62	23.429	эээ
words@sel1984m	@sel1984m	23.429	23.816	это
words@sel1984m	@sel1984m	23.816	24.52	невероятно
words@sel1984m	@sel1984m	24.52	24.885	было
words@sel1984m	@sel1984m	24.885	25.165	в
words@sel1984m	@sel1984m	25.165	25.537	плане
words@sel1984m	@sel1984m	25.537	26.322	закалки
words@sel1984m	@sel1984m	26.322	26.636	это
words@sel1984m	@sel1984m	26.636	26.95	было
words@sel1984m	@sel1984m	26.95	27.397	очень
words@sel1984m	@sel1984m	27.397	27.77	круто
words@sel1984m	@sel1984m	27.77	28.143	в
words@sel1984m	@sel1984m	28.143	28.516	плане
words@sel1984m	@sel1984m	28.516	28.889	понимания
words@sel1984m	@sel1984m	28.889	29.262	как
words@sel1984m	@sel1984m	29.262	29.636	можно
words@sel1984m	@sel1984m	30.382	30.737	жить
words@sel1984m	@sel1984m	30.737	31.206	тогда
words@sel1984m	@sel1984m	31.206	31.421	без
words@sel1984m	@sel1984m	31.421	31.777	денег
words@sel1984m	@sel1984m	31.777	31.909	в
words@sel1984m	@sel1984m	31.909	32.28	обычной
words@sel1984m	@sel1984m	32.28	32.826	семье
words@sel1984m	@sel1984m	32.826	33.586	когда
words@sel1984m	@sel1984m	33.586	33.913	восемь
words@sel1984m	@sel1984m	33.913	34.24	месяцев
words@sel1984m	@sel1984m	34.24	34.71	зимы
words@sel1984m	@sel1984m	34.71	35.023	когда
words@sel1984m	@sel1984m	35.023	35.336	все
words@sel1984m	@sel1984m	35.336	35.649	детство
words@sel1984m	@sel1984m	35.649	35.962	или
words@sel1984m	@sel1984m	35.962	36.275	все
words@sel1984m	@sel1984m	36.275	36.588	свободное
words@sel1984m	@sel1984m	36.588	36.901	время
words@sel1984m	@sel1984m	36.901	37.214	либо
words@sel1984m	@sel1984m	37.214	37.404	на
words@sel1984m	@sel1984m	37.404	37.846	улице
words@sel1984m	@sel1984m	38.248	39.206	эээ
words@sel1984m	@sel1984m	39.206	39.545	либо
words@sel1984m	@sel1984m	39.545	39.669	по
words@sel1984m	@sel1984m	39.669	40.541	подъездам
words@sel1984m	@sel1984m	42.14	42.851	фуф
words@sel1984m	@sel1984m	42.851	43.2	когда
words@sel1984m	@sel1984m	43.2	43.549	возвращаясь
words@sel1984m	@sel1984m	43.549	43.898	домой
words@sel1984m	@sel1984m	43.898	44.247	со
words@sel1984m	@sel1984m	44.247	44.936	школы
words@sel1984m	@sel1984m	44.936	45.099	там
words@sel1984m	@sel1984m	45.099	45.247	не
words@sel1984m	@sel1984m	45.247	45.52	знаю
words@sel1984m	@sel1984m	45.52	45.785	куча
words@sel1984m	@sel1984m	45.785	46.32	молодежи
words@sel1984m	@sel1984m	46.32	46.855	сидит
words@sel1984m	@sel1984m	46.855	47.049	на
words@sel1984m	@sel1984m	47.049	47.67	корточках
words@sel1984m	@sel1984m	47.67	48.291	эээ
words@sel1984m	@sel1984m	48.291	48.912	возле
words@sel1984m	@sel1984m	48.912	49.536	входной
words@sel1984m	@sel1984m	50.168	50.507	двери
words@sel1984m	@sel1984m	50.507	50.846	да
words@sel1984m	@sel1984m	50.846	51.185	и
words@sel1984m	@sel1984m	51.185	51.524	там
words@sel1984m	@sel1984m	51.524	51.863	я
words@sel1984m	@sel1984m	51.863	52.202	не
words@sel1984m	@sel1984m	52.202	52.541	знаю
words@sel1984m	@sel1984m	52.541	52.88	под
words@sel1984m	@sel1984m	52.88	53.219	героином
words@sel1984m	@sel1984m	53.219	53.558	или
words@sel1984m	@sel1984m	53.558	53.897	еще
words@sel1984m	@sel1984m	53.897	54.236	под
words@sel1984m	@sel1984m	54.236	54.582	чем-то
words@sel1984m	@sel1984m	55.14	55.508	ну
words@sel1984m	@sel1984m	55.508	56.347	правда
words@sel1984m	@sel1984m	56.347	56.479	я
words@sel1984m	@sel1984m	56.479	56.949	видел
words@sel1984m	@sel1984m	56.949	57.099	в
words@sel1984m	@sel1984m	57.099	57.231	я
words@sel1984m	@sel1984m	57.231	57.64	видел
words@sel1984m	@sel1984m	57.64	57.793	на
words@sel1984m	@sel1984m	57.793	58.46	сам
words@sel1984m	@sel1984m	60.64	60.912	да
words@sel1984m	@sel1984m	60.912	61.184	это
words@sel1984m	@sel1984m	61.184	61.388	самое
words@sel1984m	@sel1984m	61.388	61.663	эт
words@sel1984m	@sel1984m	61.663	61.938	это
words@sel1984m	@sel1984m	61.938	62.213	самое
words@sel1984m	@sel1984m	62.213	62.488	жесткое
words@sel1984m	@sel1984m	62.488	62.763	самое
words@sel1984m	@sel1984m	62.763	63.038	жесткое
words@sel1984m	@sel1984m	63.038	63.313	воспоминание
words@sel1984m	@sel1984m	63.313	63.588	у
words@sel1984m	@sel1984m	63.588	63.863	меня
words@sel1984m	@sel1984m	63.863	64.138	почему-то
words@sel1984m	@sel1984m	64.138	64.413	ну
words@sel1984m	@sel1984m	64.413	64.688	каждый
words@sel1984m	@sel1984m	64.688	64.963	же
words@sel1984m	@sel1984m	64.963	65.099	из
words@sel1984m	@sel1984m	65.099	65.385	нас
words@sel1984m	@sel1984m	65.385	65.671	да
words@sel1984m	@sel1984m	65.671	65.957	что-то
words@sel1984m	@sel1984m	65.957	66.243	ты
words@sel1984m	@sel1984m	66.243	66.529	там
words@sel1984m	@sel1984m	66.529	66.815	вспоминаешь
words@sel1984m	@sel1984m	66.815	67.101	какую-то
words@sel1984m	@sel1984m	67.101	67.387	жесть
words@sel1984m	@sel1984m	67.387	67.673	из
words@sel1984m	@sel1984m	67.673	67.959	детства
words@sel1984m	@sel1984m	67.959	68.245	я
words@sel1984m	@sel1984m	68.245	68.531	помню
words@sel1984m	@sel1984m	68.531	68.829	когда
words@sel1984m	@sel1984m	69.902	70.224	ты
words@sel1984m	@sel1984m	70.224	70.546	собираешься
words@sel1984m	@sel1984m	70.546	70.868	там
words@sel1984m	@sel1984m	70.868	71.19	на
words@sel1984m	@sel1984m	71.19	71.512	местную
words@sel1984m	@sel1984m	71.512	71.834	там
words@sel1984m	@sel1984m	71.834	72.156	дискотеку
words@sel1984m	@sel1984m	72.156	72.478	если
words@sel1984m	@sel1984m	72.478	72.8	так
words@sel1984m	@sel1984m	72.8	73.122	можно
words@sel1984m	@sel1984m	73.122	73.454	сказать
words@sel1984m	@sel1984m	73.979	74.237	эээ
words@sel1984m	@sel1984m	74.237	74.495	и
words@sel1984m	@sel1984m	74.495	74.753	люди
words@sel1984m	@sel1984m	74.753	75.011	собираются
words@sel1984m	@sel1984m	75.011	75.269	в
words@sel1984m	@sel1984m	75.269	75.527	подъезде
words@sel1984m	@sel1984m	75.527	75.785	ну
words@sel1984m	@sel1984m	75.785	76.043	перед
words@sel1984m	@sel1984m	76.043	76.301	дискотекой
words@sel1984m	@sel1984m	76.301	76.559	же
words@sel1984m	@sel1984m	76.559	76.817	как-то
words@sel1984m	@sel1984m	76.817	77.075	надо
words@sel1984m	@sel1984m	77.075	77.333	там
words@sel1984m	@sel1984m	77.333	77.591	да
words@sel1984m	@sel1984m	77.591	77.849	там
words@sel1984m	@sel1984m	77.849	78.107	не
words@sel1984m	@sel1984m	78.107	78.365	знаю
words@sel1984m	@sel1984m	78.365	78.637	там
words@sel1984m	@sel1984m	79.711	80.065	изменить
words@sel1984m	@sel1984m	80.065	80.419	свое
words@sel1984m	@sel1984m	80.419	80.773	настроение
words@sel1984m	@sel1984m	80.773	81.127	и
words@sel1984m	@sel1984m	81.127	81.481	я
words@sel1984m	@sel1984m	81.481	81.835	никогда
words@sel1984m	@sel1984m	81.835	82.189	не
words@sel1984m	@sel1984m	82.189	82.543	забуду
words@sel1984m	@sel1984m	82.543	82.897	действительно
words@sel1984m	@sel1984m	82.897	83.251	вот
words@sel1984m	@sel1984m	83.251	83.605	это
words@sel1984m	@sel1984m	83.605	83.959	вот
words@sel1984m	@sel1984m	83.959	84.32	когда
words@sel1984m	@sel1984m	85.198	85.466	ну
words@sel1984m	@sel1984m	86.342	86.786	растворяется
words@sel1984m	@sel1984m	86.786	87.23	героин
words@sel1984m	@sel1984m	87.23	87.674	там
words@sel1984m	@sel1984m	87.674	88.118	в
words@sel1984m	@sel1984m	88.118	88.564	воде
words@sel1984m	@sel1984m	88.907	89.36	когда
words@sel1984m	@sel1984m	89.36	89.813	эта
words@sel1984m	@sel1984m	89.813	90.266	ложка
words@sel1984m	@sel1984m	90.266	90.719	поджигается
words@sel1984m	@sel1984m	90.719	91.172	когда
words@sel1984m	@sel1984m	91.172	91.625	человек
words@sel1984m	@sel1984m	91.625	92.08	там
words@sel1984m	@sel1984m	93.281	93.454	я
words@sel1984m	@sel1984m	93.454	93.627	не
words@sel1984m	@sel1984m	93.627	93.8	знаю
words@sel1984m	@sel1984m	96.305	96.546	погружает
words@sel1984m	@sel1984m	96.546	96.787	все
words@sel1984m	@sel1984m	96.787	97.028	это
words@sel1984m	@sel1984m	97.028	97.269	в
words@sel1984m	@sel1984m	97.269	97.51	себя
words@sel1984m	@sel1984m	97.51	97.751	вот
words@sel1984m	@sel1984m	97.751	97.992	эта
words@sel1984m	@sel1984m	97.992	98.233	бурая
words@sel1984m	@sel1984m	98.233	98.474	кровь
words@sel1984m	@sel1984m	98.474	98.715	ну
words@sel1984m	@sel1984m	98.715	98.956	это
words@sel1984m	@sel1984m	98.956	99.206	ужасно
words@sel1984m	@sel1984m	99.404	99.679	это
words@sel1984m	@sel1984m	99.679	99.954	правда
words@sel1984m	@sel1984m	99.954	100.229	ужасно
words@sel1984m	@sel1984m	100.229	100.504	а
words@sel1984m	@sel1984m	100.504	100.779	когда
words@sel1984m	@sel1984m	100.779	101.054	ты
words@sel1984m	@sel1984m	101.054	101.329	по
words@sel1984m	@sel1984m	101.329	101.604	сути
words@sel1984m	@sel1984m	101.604	101.879	еще
words@sel1984m	@sel1984m	101.879	102.154	ребенок
words@sel1984m	@sel1984m	102.154	102.429	тебе
words@sel1984m	@sel1984m	102.429	102.704	там
words@sel1984m	@sel1984m	102.704	102.979	двенадцать
words@sel1984m	@sel1984m	102.979	103.254	четырнадцать
words@sel1984m	@sel1984m	103.254	103.54	лет
words@sel1984m	@sel1984m	104.002	104.718	ну
words@sel1984m	@sel1984m	105.996	106.231	и
words@sel1984m	@sel1984m	106.231	106.466	по
words@sel1984m	@sel1984m	106.466	106.701	большому
words@sel1984m	@sel1984m	106.701	106.936	счету
words@sel1984m	@sel1984m	106.936	107.171	ты
words@sel1984m	@sel1984m	107.171	107.406	другого
words@sel1984m	@sel1984m	107.406	107.641	не
words@sel1984m	@sel1984m	107.641	107.876	видишь
words@sel1984m	@sel1984m	107.876	108.111	спорта
words@sel1984m	@sel1984m	108.111	108.354	нет
words@sel1984m	@sel1984m	109.119	109.454	какой-то
words@sel1984m	@sel1984m	109.454	109.789	там
words@sel1984m	@sel1984m	109.789	110.124	супер
words@sel1984m	@sel1984m	110.124	110.459	культуры
words@sel1984m	@sel1984m	110.459	110.798	нет
words@sel1984m	@sel1984m	111.31	111.851	Сибирь
words@sel1984m	@sel1984m	111.851	111.99	ты
words@sel1984m	@sel1984m	111.99	112.33	понимаешь
words@sel1984m	@sel1984m	112.33	112.67	что
words@sel1984m	@sel1984m	112.67	113.01	ты
words@sel1984m	@sel1984m	113.01	113.35	где-то
words@sel1984m	@sel1984m	113.35	113.69	далеко
words@sel1984m	@sel1984m	113.69	114.03	от
words@sel1984m	@sel1984m	114.03	114.372	цивилизации
words@sel1984m	@sel1984m	118.585	118.899	ввв
words@sel1984m	@sel1984m	118.899	119.214	мне
words@sel1984m	@sel1984m	119.214	119.504	повезло
words@sel1984m	@sel1984m	119.504	119.644	в
words@sel1984m	@sel1984m	119.644	120.074	двенадцать
words@sel1984m	@sel1984m	120.074	120.371	лет
words@sel1984m	@sel1984m	120.371	121.203	эээ
words@sel1984m	@sel1984m	121.755	121.966	пь
words@sel1984m	@sel1984m	121.966	122.379	меня
words@sel1984m	@sel1984m	122.379	122.691	пригласили
words@sel1984m	@sel1984m	122.691	123.003	на
words@sel1984m	@sel1984m	123.003	123.454	просмотр
words@sel1984m	@sel1984m	123.454	123.636	и
words@sel1984m	@sel1984m	123.636	123.809	я
words@sel1984m	@sel1984m	123.809	124.138	уехал
words@sel1984m	@sel1984m	124.138	124.467	и
words@sel1984m	@sel1984m	124.467	124.796	наверное
words@sel1984m	@sel1984m	124.796	125.125	вот
words@sel1984m	@sel1984m	125.125	125.454	именно
words@sel1984m	@sel1984m	125.454	125.783	в
words@sel1984m	@sel1984m	125.783	126.112	этот
words@sel1984m	@sel1984m	126.112	126.446	момент
words@sel1984m	@sel1984m	127.316	127.725	я
words@sel1984m	@sel1984m	127.725	128.134	на
words@sel1984m	@sel1984m	128.134	128.543	местном
words@sel1984m	@sel1984m	128.543	128.952	уровне
words@sel1984m	@sel1984m	128.952	129.365	выделялся
words@sel1984m	@sel1984m	129.573	129.669	то
words@sel1984m	@sel1984m	129.669	129.765	есть
words@sel1984m	@sel1984m	129.765	129.861	я
words@sel1984m	@sel1984m	129.861	129.957	был
words@sel1984m	@sel1984m	129.957	130.055	там
words@sel1984m	@sel1984m	130.302	130.518	да
words@sel1984m	@sel1984m	130.518	130.734	я
words@sel1984m	@sel1984m	130.734	130.95	играл
words@sel1984m	@sel1984m	130.95	131.166	на
words@sel1984m	@sel1984m	131.166	131.382	местном
words@sel1984m	@sel1984m	131.382	131.598	уровне
words@sel1984m	@sel1984m	131.598	131.814	конечно
words@sel1984m	@sel1984m	131.814	132.03	я
words@sel1984m	@sel1984m	132.03	132.246	там
words@sel1984m	@sel1984m	132.246	132.462	был
words@sel1984m	@sel1984m	132.462	132.685	там
words@sel1984m	@sel1984m	132.999	133.181	не
words@sel1984m	@sel1984m	133.181	133.305	знаю
words@sel1984m	@sel1984m	133.305	133.504	там
words@sel1984m	@sel1984m	133.504	133.779	забивал
words@sel1984m	@sel1984m	133.779	134.338	много
words@sel1984m	@sel1984m	134.338	134.6	обо
words@sel1984m	@sel1984m	134.6	134.862	мне
words@sel1984m	@sel1984m	134.862	135.124	в
words@sel1984m	@sel1984m	135.124	135.386	регионе
words@sel1984m	@sel1984m	135.386	135.648	уже
words@sel1984m	@sel1984m	135.648	135.91	говорили
words@sel1984m	@sel1984m	135.91	136.172	что
words@sel1984m	@sel1984m	136.172	136.355	там
words@sel1984m	@sel1984m	136.355	136.528	вот
words@sel1984m	@sel1984m	136.528	136.727	там
words@sel1984m	@sel1984m	136.727	137.008	есть
words@sel1984m	@sel1984m	137.008	137.247	парень
words@sel1984m	@sel1984m	137.247	137.413	который
words@sel1984m	@sel1984m	137.413	137.743	лучший
words@sel1984m	@sel1984m	137.743	138.022	бомбардир
words@sel1984m	@sel1984m	138.022	138.301	на
words@sel1984m	@sel1984m	138.301	138.58	этом
words@sel1984m	@sel1984m	138.58	138.859	турнире
words@sel1984m	@sel1984m	138.859	139.138	лучший
words@sel1984m	@sel1984m	139.138	139.417	бомбардир
words@sel1984m	@sel1984m	139.417	139.696	на
words@sel1984m	@sel1984m	139.696	139.975	этом
words@sel1984m	@sel1984m	139.975	140.254	турнире
words@sel1984m	@sel1984m	140.254	140.533	там
words@sel1984m	@sel1984m	140.533	140.812	Федор
words@sel1984m	@sel1984m	140.812	141.091	Черенков
words@sel1984m	@sel1984m	141.091	141.37	приезжаю
words@sel1984m	@sel1984m	141.37	141.649	в
words@sel1984m	@sel1984m	141.649	141.928	Нефтеюганск
words@sel1984m	@sel1984m	141.928	142.207	там
words@sel1984m	@sel1984m	142.207	142.486	выделял
words@sel1984m	@sel1984m	142.486	142.765	меня
words@sel1984m	@sel1984m	142.765	143.044	и
words@sel1984m	@sel1984m	143.044	143.323	там
words@sel1984m	@sel1984m	143.323	143.602	давал
words@sel1984m	@sel1984m	143.602	143.881	какие-то
words@sel1984m	@sel1984m	143.881	144.16	призы
words@sel1984m	@sel1984m	144.16	144.439	наверное
words@sel1984m	@sel1984m	144.439	144.718	это
words@sel1984m	@sel1984m	144.718	144.997	все
words@sel1984m	@sel1984m	144.997	145.276	в
words@sel1984m	@sel1984m	145.276	145.555	совокупности
words@sel1984m	@sel1984m	145.555	145.834	дало
words@sel1984m	@sel1984m	145.834	146.113	мне
words@sel1984m	@sel1984m	146.113	146.392	возможность
words@sel1984m	@sel1984m	146.392	146.671	чтобы
words@sel1984m	@sel1984m	146.671	146.95	я
words@sel1984m	@sel1984m	146.95	147.229	уехал
words@sel1984m	@sel1984m	147.229	147.508	и
words@sel1984m	@sel1984m	147.508	147.787	попробовал
words@sel1984m	@sel1984m	147.787	148.066	себя
words@sel1984m	@sel1984m	148.066	148.345	в
words@sel1984m	@sel1984m	148.345	148.624	интернате
words@sel1984m	@sel1984m	148.624	148.903	и
words@sel1984m	@sel1984m	148.903	149.182	там
words@sel1984m	@sel1984m	149.182	149.469	остался
words@sel1984m	@sel1984m	149.637	149.974	многие
words@sel1984m	@sel1984m	149.974	150.311	не
words@sel1984m	@sel1984m	150.311	150.648	уехали
words@sel1984m	@sel1984m	150.648	150.985	и
words@sel1984m	@sel1984m	150.985	151.322	многих
words@sel1984m	@sel1984m	151.322	151.659	сейчас
words@sel1984m	@sel1984m	151.659	151.834	нет
words@sel1984m	@sel1984m	151.834	152.337	эээ
words@sel1984m	@sel1984m	152.988	153.308	поэтому
words@sel1984m	@sel1984m	153.308	153.628	ты
words@sel1984m	@sel1984m	153.628	153.948	спросил
words@sel1984m	@sel1984m	153.948	154.268	про
words@sel1984m	@sel1984m	154.268	154.588	детство
words@sel1984m	@sel1984m	154.992	155.262	оно
words@sel1984m	@sel1984m	155.262	155.532	было
words@sel1984m	@sel1984m	155.532	155.804	таким
words@sel1984m	@sel1984m	159.191	159.424	да
words@sel1984m	@sel1984m	159.424	159.657	у
